X,y
pregnant women may be at an increased risk for severe illness from covid19 compared to nonpregnant women  learn more in  cdcmmwr   ,real
our daily update is published  we ve now tracked 23 5 million tests up 485k from yesterday  note that we can only track tests that a state reports  for details see   ,real
coronavirus updates  covid19 testing status update   icmrdelhi stated that 60565728 samples tested upto september 16 2020 1136613 sample tested on september 16 2020 stay safe india will win ,real
new video  together we can stop the spread of covid19 by physical distancing practicing good hygiene and avoiding non essential travel  watch to learn more about how you can help slow the spread   ,real
rt  drharshvardhan  coronavirus updates    backhand index pointing right as india records more recoveries than the new cases the gap between recovered cases  amp  the acti ,real
i thought corona affects only humans  ,fake
seen a covid19 meme that doesn t seem correct  you can now check on whatsapp to see if it might be false   factchecknet has released a new chatbot   which allows users to search a database of over 4000 debunked hoaxes  check it out   coronavirus facts,fake
drink water every 15 minutes to avoid coronavirus ,fake
victoria has received a lot of attention for extending its state of emergency  but it s the only state which needs to go to parliament to do so  other states have been quietly extending theirs with no parliamentary scrutiny   a us pol coronavirus facts ,fake
dolores cahill in computing forever interview claims that taking vitamins c and d as well as zinc boosts the immune system against covid 19 that hydroxychloroquine has been proven effective against covid 19 and that covid 19 patients who recover are immune for life among others ,fake
russia is attempting to steal coronavirus vaccine research u s  u k  and canada claim ,fake
serbian pm stated that citizens of south korea have to pay to get tested for the coronavirus ,fake
taking a flu shot causes false positive results on covid 19 tests ,fake
rt  drtedros  the  globe showing europe africa  is suffering but rays of light are visible  several covid19 vaccines are in the final stages of their trials  factorie ,real
a photo shows people infected with coronavirus lying on the sidewalk in china ,fake
coronavirus patient bites a doctor s jugular in the usa ,fake
claim that disease outbreaks and pandemics correspond with election years ,fake
new wuhan virus data from china surprises doctors  death china coronavirus virus pollution plague,fake
cristiano ronaldo will convert his hotels into coronavirus hospitals ,fake
air canada promises 100 bonus aeroplan miles to any passenger that gets covid  ,fake
tens of thousands of koreans asked to expel chinese  the anti chinese bandwagon swept across the world ,fake
 70  of the increase in deaths came from outside new york as the outbreak burden continues to spread ,real
rt  pib india  corona watch  black medium small square  3044940 total confirmed cases  black medium small square  2280566 cases cured recovered  black medium small square  35292220 samples tested here s the ,real
coronavirus  patient zero undergoing mutation  china coronavirus batman bats,fake
right now our model shows that   chart decreasing 5 states have reduced risk in re opening 19 have moderate risk in re opening  chart increasing 26 have elevated risk in re opening  find out more about your state and county at  ,real
fauci says it may be the end of 2021 before we are  back to a degree of normality   ,real
the first night of the first ever virtual dnc was different  gov  cuomo recreated a covid press briefing complete with powerpoint and sen  sanders spoke in front of an impressive pile of firewood  as for the facts  here s the politifact rundown  ,fake
florida reported an astounding 15k cases today  no state has ever reported so many infections  it s worth remembering how few tests were available in april which suppressed new york s confirmed cases   florida started reporting current hospitalizations this week  ,real
my goodness is this true  some1nd2findout  us n mny cointrirs wth strongest intel agencies cudnt detect d fact  who  cheated d world is corona not a virus but a bacterial infection and patients can cure only in one day  see this video and share it so that d facts can b verified ,fake
