X,y
new publication  nature  nresearchnews  right arrow malaria deaths could double in 2020 due to covid19  right arrow 779000 deaths if nets not deployed  amp  case management is reduced  right arrow presumptively treating children with fever for malaria could save up to 178000 lives ,real
secondary infections in covid19  most pulmonologists aren t sure what to make of this   ,real
a video claims to have been recorded at the hospital la margarita in puebla  images of patients in the hallway allegedly with covid 19 and a hospital floor full of bags containing dead bodies ,fake
everyone reacts differently to stressful situations  finding ways to practice self care can help reduce your stress during the covid19 pandemic  find ways to cope with stress   ,real
india fights corona  this pie chart shows the overall percentage of co vid cases in three different categories  78 28  of the total cases are recovered  discharged one fifth i e  20 08  of the total cases are active 1 64  of the total cases are deaths  secretary  mohfw india ,real
masks can help prevent the spread of covid19 when they are widely used in public  when you wear a mask you can help protect those around you  when others wear one they can help protect people around them incl  you   wear a mask do your part world mask week ,real
with over 68000 new cases recorded india s confirmed case tally crossed 29 lakh  in haryana all offices and shops except those providing essential services will be closed on every weekend until further notice  covid19 coronavirus ,fake
 we are monitoring the infection rates in the city  mayor of liverpool joe anderson says local lockdown restrictions  possibly should have been done a bit earlier  kay burley   ,real
a tokyo hospital destroys all the pcr tested samples and tells patients instead that they have tested negative ,fake
sadly there are 11 people with covid 19 in hospital today  three in auckland city four in middlemore three in north shore and one in waikato  eight people are on a ward and three are in icu   one each in middlemore north shore and waikato hospital ,real
who  covid19 transmission may include viral particles that remain airborne for longer than previously understood  ,real
coronavirus updates   round pushpin total covid19 cases in india  as on august 26 2020   play button 76 30  cured discharged migrated  2467758   play button 21 87  active cases  707267   play button 1 84  deaths  59449  total covid 19 confirmed cases   cured discharged migrated active cases deaths via  mohfw india ,real
chloroquine is an effective remedy for coronavirus ,fake
  1332 people have recovered   89  of our confirmed and probable cases are now recovered    7323 tests were processed yesterday  this brings the total number of tests to 168023    2 people are currently in hospital ,real
rt  drharshvardhan   record button the number of covid19 deaths per million population in continues to be among the lowest in the world   record button co vid 19 c ,real
there are now 15 covid special clinics  we have seen congestions at this clinics so please remember that you can also be tested for free at your gp  if you are well please stay put  this helps us prioritise testing ,real
japanese nobel laureate dr  tasuku honjo has said china manufactured coronavirus and he once worked at the wuhan lab which later produced it ,fake
in a series of interviews and ads businessman clive palmer said anti malaria drug hydroxychloroquine has contributed to australia s low death rate from covid 19  we found that claim to be baseless  new factcheck   a us pol coronavirus facts ,fake
posts claim that the speaker of the winsconsin state assembly robin vos wore protective gear that  election workers he forced to work   do not have ,fake
 this is about giving the hospitals that capacity they need to get people through the doors  health minister edward argar explains the additional  150 million funding to expand and upgrade hospital a amp es in england  kay burley   ,real
half a million of people are demanding investigation on bill gates charging him with crimes against humanity  white house decides about gate s destiny  investigation is on the way,fake
